timestamp,unix_time,state,gaze_label,looking_at_screen,temperature,distance,loud
2026-03-15 11:54:20.447192,1773575660.447198,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:20.585121,1773575660.585126,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,58.5,0
2026-03-15 11:54:20.745911,1773575660.7459168,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:20.939223,1773575660.93923,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:21.098106,1773575661.098112,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:21.258439,1773575661.258446,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:21.421880,1773575661.421886,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:21.592358,1773575661.592365,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,25.3,54.7,0
2026-03-15 11:54:21.755298,1773575661.7553039,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:21.916928,1773575661.9169369,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:22.079691,1773575662.079697,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:22.253702,1773575662.253709,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:22.415182,1773575662.415188,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:22.552398,1773575662.552404,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,57.3,0
2026-03-15 11:54:22.716311,1773575662.716317,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:22.855271,1773575662.855277,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:23.017155,1773575663.017161,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:23.181348,1773575663.181354,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:23.317459,1773575663.317466,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:23.485070,1773575663.485076,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,25.3,58.4,0
2026-03-15 11:54:23.638977,1773575663.638983,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:23.805662,1773575663.805668,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:23.969497,1773575663.969503,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:24.133372,1773575664.1333802,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:24.297455,1773575664.297461,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:24.456413,1773575664.456419,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:24.617511,1773575664.617516,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,62.1,0
2026-03-15 11:54:24.753031,1773575664.753037,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:24.921486,1773575664.921495,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:25.084636,1773575665.084645,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:25.249701,1773575665.249707,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:25.385194,1773575665.385201,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:25.549837,1773575665.5498428,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,58.5,0
2026-03-15 11:54:25.718284,1773575665.718293,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:25.881866,1773575665.881872,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:26.018961,1773575666.0189672,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:26.153901,1773575666.153907,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:26.321921,1773575666.321928,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:26.483597,1773575666.483603,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,25.3,69.8,0
2026-03-15 11:54:26.649930,1773575666.649936,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:26.818227,1773575666.8182342,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:26.985915,1773575666.985922,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
