session_start,session_end,total_time_sec,looking_time_sec,focus_percent,longest_focus_streak_sec,longest_away_streak_sec,away_events_over_2s,away_events_per_minute,eyes_closed_events_over_1s,duplicate_timestamp_count,non_increasing_timestamp_count,abnormal_gap_count
14-Mar-2026 15:08:49,14-Mar-2026 15:08:53,4.05005598068237,3.04001379013062,75.0610313692113,2.02999782562256,0.677164077758789,0,0,0,0,0,0
